canonicalActorId,primaryName,ldaClientId,ldaClientApiUrl,filingUuid,filingYear,filingPeriod,filingType,filingDocumentUrl,dtPosted,clientName,registrantName,issueCode,ldaIssueCode,ldaIssueDisplay,periodStart,periodEnd,venue,activityType,activityMeasure,activityAmount,sourceSystem,sourceRecordId,exposureGroup,reformEventId,activityUnits,jurisdiction,matchConfidence,reviewStatus,evidenceRule,reviewer,reviewDate,sourceUrl,notes
cand-2baa779c041d,AMERICAN AMBULANCE ASSOCIATION,11295,https://lda.gov/api/v1/clients/136998/,29ea1944-8aff-41e4-bfb7-2f2aa9c21257,2007,mid_year,MM,https://lda.gov/filings/public/filing/29ea1944-8aff-41e4-bfb7-2f2aa9c21257/print/,2007-08-09T07:21:43-04:00,AMERICAN AMBULANCE ASSOCIATION,SQUIRE PATTON BOGGS,lda-hom,HOM,Homeland Security,2007-01-01,2007-06-30,visible_lobbying,visible_lobbying_filing,1.0000,0.1400,Official LDA API,29ea1944-8aff-41e4-bfb7-2f2aa9c21257|lda-hom|3,treated_hloga_lda_client,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-07-24,https://lda.gov/filings/public/filing/29ea1944-8aff-41e4-bfb7-2f2aa9c21257/print/,official LDA API filing row matched by exact normalized client name to the reviewed canonical actor; usable as treated visible-lobbying pre/post source surface only; stable cross-source LDA client-ID promotion and comparison-group design remain unresolved
cand-2baa779c041d,AMERICAN AMBULANCE ASSOCIATION,11295,https://lda.gov/api/v1/clients/136998/,29ea1944-8aff-41e4-bfb7-2f2aa9c21257,2007,mid_year,MM,https://lda.gov/filings/public/filing/29ea1944-8aff-41e4-bfb7-2f2aa9c21257/print/,2007-08-09T07:21:43-04:00,AMERICAN AMBULANCE ASSOCIATION,SQUIRE PATTON BOGGS,lda-mmm,MMM,Medicare/Medicaid,2007-01-01,2007-06-30,visible_lobbying,visible_lobbying_filing,1.0000,0.1400,Official LDA API,29ea1944-8aff-41e4-bfb7-2f2aa9c21257|lda-mmm|2,treated_hloga_lda_client,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-07-24,https://lda.gov/filings/public/filing/29ea1944-8aff-41e4-bfb7-2f2aa9c21257/print/,official LDA API filing row matched by exact normalized client name to the reviewed canonical actor; usable as treated visible-lobbying pre/post source surface only; stable cross-source LDA client-ID promotion and comparison-group design remain unresolved
cand-2baa779c041d,AMERICAN AMBULANCE ASSOCIATION,11295,https://lda.gov/api/v1/clients/136998/,29ea1944-8aff-41e4-bfb7-2f2aa9c21257,2007,mid_year,MM,https://lda.gov/filings/public/filing/29ea1944-8aff-41e4-bfb7-2f2aa9c21257/print/,2007-08-09T07:21:43-04:00,AMERICAN AMBULANCE ASSOCIATION,SQUIRE PATTON BOGGS,lda-tax,TAX,Taxation/Internal Revenue Code,2007-01-01,2007-06-30,visible_lobbying,visible_lobbying_filing,1.0000,0.1400,Official LDA API,29ea1944-8aff-41e4-bfb7-2f2aa9c21257|lda-tax|1,treated_hloga_lda_client,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-07-24,https://lda.gov/filings/public/filing/29ea1944-8aff-41e4-bfb7-2f2aa9c21257/print/,official LDA API filing row matched by exact normalized client name to the reviewed canonical actor; usable as treated visible-lobbying pre/post source surface only; stable cross-source LDA client-ID promotion and comparison-group design remain unresolved
cand-2baa779c041d,AMERICAN AMBULANCE ASSOCIATION,12,https://lda.gov/api/v1/clients/159870/,9110be8b-6d5f-477f-9316-3974da8c07a2,2007,mid_year,MM,https://lda.gov/filings/public/filing/9110be8b-6d5f-477f-9316-3974da8c07a2/print/,2007-08-16T07:17:38-04:00,AMERICAN AMBULANCE ASSOCIATION,AMERICAN AMBULANCE ASSOCIATION,lda-hcr,HCR,Health Issues,2007-01-01,2007-06-30,visible_lobbying,visible_lobbying_filing,1.0000,0.3000,Official LDA API,9110be8b-6d5f-477f-9316-3974da8c07a2|lda-hcr|1,treated_hloga_lda_client,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-07-24,https://lda.gov/filings/public/filing/9110be8b-6d5f-477f-9316-3974da8c07a2/print/,official LDA API filing row matched by exact normalized client name to the reviewed canonical actor; usable as treated visible-lobbying pre/post source surface only; stable cross-source LDA client-ID promotion and comparison-group design remain unresolved
cand-2baa779c041d,AMERICAN AMBULANCE ASSOCIATION,12,https://lda.gov/api/v1/clients/159870/,9110be8b-6d5f-477f-9316-3974da8c07a2,2007,mid_year,MM,https://lda.gov/filings/public/filing/9110be8b-6d5f-477f-9316-3974da8c07a2/print/,2007-08-16T07:17:38-04:00,AMERICAN AMBULANCE ASSOCIATION,AMERICAN AMBULANCE ASSOCIATION,lda-hom,HOM,Homeland Security,2007-01-01,2007-06-30,visible_lobbying,visible_lobbying_filing,1.0000,0.3000,Official LDA API,9110be8b-6d5f-477f-9316-3974da8c07a2|lda-hom|2,treated_hloga_lda_client,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-07-24,https://lda.gov/filings/public/filing/9110be8b-6d5f-477f-9316-3974da8c07a2/print/,official LDA API filing row matched by exact normalized client name to the reviewed canonical actor; usable as treated visible-lobbying pre/post source surface only; stable cross-source LDA client-ID promotion and comparison-group design remain unresolved
cand-2baa779c041d,AMERICAN AMBULANCE ASSOCIATION,12,https://lda.gov/api/v1/clients/159870/,9110be8b-6d5f-477f-9316-3974da8c07a2,2007,mid_year,MM,https://lda.gov/filings/public/filing/9110be8b-6d5f-477f-9316-3974da8c07a2/print/,2007-08-16T07:17:38-04:00,AMERICAN AMBULANCE ASSOCIATION,AMERICAN AMBULANCE ASSOCIATION,lda-tax,TAX,Taxation/Internal Revenue Code,2007-01-01,2007-06-30,visible_lobbying,visible_lobbying_filing,1.0000,0.3000,Official LDA API,9110be8b-6d5f-477f-9316-3974da8c07a2|lda-tax|3,treated_hloga_lda_client,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-07-24,https://lda.gov/filings/public/filing/9110be8b-6d5f-477f-9316-3974da8c07a2/print/,official LDA API filing row matched by exact normalized client name to the reviewed canonical actor; usable as treated visible-lobbying pre/post source surface only; stable cross-source LDA client-ID promotion and comparison-group design remain unresolved
cand-2baa779c041d,AMERICAN AMBULANCE ASSOCIATION,11295,https://lda.gov/api/v1/clients/136998/,31d81171-72e4-43a9-9303-7d611a41385b,2007,year_end,YY,https://lda.gov/filings/public/filing/31d81171-72e4-43a9-9303-7d611a41385b/print/,2008-02-08T09:32:05-05:00,AMERICAN AMBULANCE ASSOCIATION,SQUIRE PATTON BOGGS,lda-hom,HOM,Homeland Security,2007-07-01,2007-12-31,visible_lobbying,visible_lobbying_filing,1.0000,0.1800,Official LDA API,31d81171-72e4-43a9-9303-7d611a41385b|lda-hom|3,treated_hloga_lda_client,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-07-24,https://lda.gov/filings/public/filing/31d81171-72e4-43a9-9303-7d611a41385b/print/,official LDA API filing row matched by exact normalized client name to the reviewed canonical actor; usable as treated visible-lobbying pre/post source surface only; stable cross-source LDA client-ID promotion and comparison-group design remain unresolved
cand-2baa779c041d,AMERICAN AMBULANCE ASSOCIATION,11295,https://lda.gov/api/v1/clients/136998/,31d81171-72e4-43a9-9303-7d611a41385b,2007,year_end,YY,https://lda.gov/filings/public/filing/31d81171-72e4-43a9-9303-7d611a41385b/print/,2008-02-08T09:32:05-05:00,AMERICAN AMBULANCE ASSOCIATION,SQUIRE PATTON BOGGS,lda-mmm,MMM,Medicare/Medicaid,2007-07-01,2007-12-31,visible_lobbying,visible_lobbying_filing,1.0000,0.1800,Official LDA API,31d81171-72e4-43a9-9303-7d611a41385b|lda-mmm|2,treated_hloga_lda_client,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-07-24,https://lda.gov/filings/public/filing/31d81171-72e4-43a9-9303-7d611a41385b/print/,official LDA API filing row matched by exact normalized client name to the reviewed canonical actor; usable as treated visible-lobbying pre/post source surface only; stable cross-source LDA client-ID promotion and comparison-group design remain unresolved
cand-2baa779c041d,AMERICAN AMBULANCE ASSOCIATION,11295,https://lda.gov/api/v1/clients/136998/,31d81171-72e4-43a9-9303-7d611a41385b,2007,year_end,YY,https://lda.gov/filings/public/filing/31d81171-72e4-43a9-9303-7d611a41385b/print/,2008-02-08T09:32:05-05:00,AMERICAN AMBULANCE ASSOCIATION,SQUIRE PATTON BOGGS,lda-tax,TAX,Taxation/Internal Revenue Code,2007-07-01,2007-12-31,visible_lobbying,visible_lobbying_filing,1.0000,0.1800,Official LDA API,31d81171-72e4-43a9-9303-7d611a41385b|lda-tax|1,treated_hloga_lda_client,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-07-24,https://lda.gov/filings/public/filing/31d81171-72e4-43a9-9303-7d611a41385b/print/,official LDA API filing row matched by exact normalized client name to the reviewed canonical actor; usable as treated visible-lobbying pre/post source surface only; stable cross-source LDA client-ID promotion and comparison-group design remain unresolved
cand-2baa779c041d,AMERICAN AMBULANCE ASSOCIATION,12,https://lda.gov/api/v1/clients/159870/,7d2d7902-4082-43a9-9f51-5d97f3b7c4e6,2007,year_end,YY,https://lda.gov/filings/public/filing/7d2d7902-4082-43a9-9f51-5d97f3b7c4e6/print/,2008-01-24T11:54:38-05:00,AMERICAN AMBULANCE ASSOCIATION,AMERICAN AMBULANCE ASSOCIATION,lda-hcr,HCR,Health Issues,2007-07-01,2007-12-31,visible_lobbying,visible_lobbying_filing,1.0000,0.3000,Official LDA API,7d2d7902-4082-43a9-9f51-5d97f3b7c4e6|lda-hcr|2,treated_hloga_lda_client,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-07-24,https://lda.gov/filings/public/filing/7d2d7902-4082-43a9-9f51-5d97f3b7c4e6/print/,official LDA API filing row matched by exact normalized client name to the reviewed canonical actor; usable as treated visible-lobbying pre/post source surface only; stable cross-source LDA client-ID promotion and comparison-group design remain unresolved
